ID,SiteFK,Circle,Orientation,Code,Species,IsConifer
567,135,5,B,UU,"Flowering dogwood",0
566,135,5,A,UT,"Witch hazel",0
565,135,4,E,US,Sassafras,0
564,135,4,D,UR,"Hickory spp.",0
563,135,4,C,UQ,"Flowering dogwood",0
562,135,4,B,UP,"Red maple",0
561,135,4,A,UO,Sassafras,0
560,135,3,E,UN,N/A,0
559,135,3,D,UM,N/A,0
558,135,3,C,UL,Blackgum,0
557,135,3,B,UK,"Black cherry",0
556,135,3,A,UJ,"Serviceberry spp.",0
555,135,2,E,UI,N/A,0
554,135,2,D,UH,"Green ash",0
553,135,2,C,UG,"Sugar maple",0
552,135,2,B,UF,"Green ash",0
551,135,2,A,UE,Sassafras,0
550,134,9,E,UD,N/A,0
549,134,9,D,UC,"Witch hazel",0
548,134,9,C,UB,"Witch hazel",0
547,134,9,B,UA,"Hickory spp.",0
546,134,9,A,TZ,"Hickory spp.",0
545,134,8,E,TY,"Hickory spp.",0
544,134,8,D,TX,N/A,0
543,134,8,C,TW,"Hickory spp.",0
542,134,8,B,TV,N/A,0
541,134,8,A,TU,Sassafras,0
540,134,7,E,TT,"Hickory spp.",0
539,134,7,D,TS,"Hickory spp.",0
538,134,7,C,TR,"Witch hazel",0
537,134,7,B,TQ,"Hickory spp.",0
536,134,7,A,TP,N/A,0
535,134,6,E,TO,"Black cherry",0
534,134,6,D,TN,"Hickory spp.",0
533,134,6,C,TM,"Hickory spp.",0
532,134,6,B,TL,"Sweet birch",0
531,134,6,A,TK,N/A,0
530,134,5,E,TJ,N/A,0
529,134,5,D,TI,"Hickory spp.",0
528,134,5,C,TH,"Witch hazel",0
527,134,5,B,TG,"American hornbeam",0
526,134,5,A,TF,"Eastern hophornbeam",0
525,134,4,E,TE,Spicebush,0
524,134,4,D,TD,Spicebush,0
523,134,4,C,TC,"Witch hazel",0
522,134,4,B,TB,"Witch hazel",0
521,134,4,A,TA,"Witch hazel",0
520,134,3,E,SZ,"Witch hazel",0
519,134,3,D,SY,"Witch hazel",0
518,134,3,C,SX,"Witch hazel",0
517,134,3,B,SW,N/A,0
516,134,3,A,SV,N/A,0
515,134,2,E,SU,N/A,0
514,134,2,D,ST,N/A,0
513,134,2,C,SS,"Sweet birch",0
512,134,2,B,SR,"Black cherry",0
511,134,2,A,SQ,"Mountain laurel",0
510,133,9,E,SP,N/A,0
509,133,9,D,SO,"Witch hazel",0
508,133,9,C,SN,Blackgum,0
507,133,9,B,SM,"Mountain laurel",0
506,133,9,A,SL,N/A,0
505,133,8,E,SK,"Mountain laurel",0
504,133,8,D,SJ,"American hornbeam",0
503,133,8,C,SI,Spicebush,0
502,133,8,B,SH,"Red maple",0
501,133,8,A,SG,Spicebush,0
500,133,7,E,SF,Spicebush,0
499,133,7,D,SE,"Red maple",0
498,133,7,C,SD,"Mountain laurel",0
497,133,7,B,SC,"Red maple",0
496,133,7,A,SB,"American hornbeam",0
495,133,6,E,SA,"Striped maple",0
494,133,6,D,RZ,"Striped maple",0
493,133,6,C,RY,"Mountain laurel",0
492,133,6,B,RX,"Mountain laurel",0
491,133,6,A,RW,"Mountain laurel",0
490,133,5,E,RV,Blackgum,0
489,133,5,D,RU,N/A,0
488,133,5,C,RT,"Mountain laurel",0
487,133,5,B,RS,"Mountain laurel",0
486,133,5,A,RR,Spicebush,0
485,133,4,E,RQ,"Striped maple",0
484,133,4,D,RP,"Striped maple",0
483,133,4,C,RO,"Mountain laurel",0
482,133,4,B,RN,"American beech",0
481,133,4,A,RM,Blackgum,0
480,133,3,E,RL,"Striped maple",0
479,133,3,D,RK,Russian-olive,0
478,133,3,C,RJ,"American beech",0
477,133,3,B,RI,"Cucumber magnolia",0
476,133,3,A,RH,N/A,0
475,133,2,E,RG,"American beech",0
474,133,2,D,RF,"American beech",0
473,133,2,C,RE,"Sweet birch",0
472,133,2,B,RD,"Striped maple",0
471,133,2,A,RC,"Mountain laurel",0
470,132,9,E,RB,N/A,0
469,132,9,D,RA,N/A,0
468,132,9,C,QZ,"American beech",0
467,132,9,B,QY,N/A,0
466,132,9,A,QX,"Carolina silverbell",0
465,132,8,E,QW,"American beech",0
464,132,8,D,QV,"Great rhododendron",0
463,132,8,C,QU,N/A,0
462,132,8,B,QT,"Great rhododendron",0
461,132,8,A,QS,"Mountain laurel",0
460,132,7,E,QR,"Great rhododendron",0
459,132,7,D,QQ,"American beech",0
458,132,7,C,QP,"American beech",0
457,132,7,B,QO,"American beech",0
456,132,7,A,QN,"Great rhododendron",0
455,132,6,E,QM,"American beech",0
454,132,6,D,QL,"American beech",0
453,132,6,C,QK,"Striped maple",0
452,132,6,B,QJ,"American beech",0
451,132,6,A,QI,"Striped maple",0
450,132,5,E,QH,"American beech",0
449,132,5,D,QG,"American beech",0
448,132,5,C,QF,"Striped maple",0
447,132,5,B,QE,N/A,0
446,132,5,A,QD,N/A,0
445,132,4,E,QC,"Great rhododendron",0
444,132,4,D,QB,"Red maple",0
443,132,4,C,QA,"Mountain laurel",0
442,132,4,B,PZ,"Mountain laurel",0
441,132,4,A,PY,"Mountain laurel",0
440,132,3,E,PX,"Mountain laurel",0
439,132,3,D,PW,"Mountain laurel",0
438,132,3,C,PV,"Great rhododendron",0
437,132,3,B,PU,"American beech",0
436,132,3,A,PT,"Striped maple",0
435,132,2,E,PS,"American beech",0
434,132,2,D,PR,"Sugar maple",0
433,132,2,C,PQ,"American beech",0
432,132,2,B,PP,"Yellow buckeye",0
431,132,2,A,PO,"American beech",0
430,131,9,E,PN,N/A,0
429,131,9,D,PM,"American beech",0
428,131,9,C,PL,N/A,0
427,131,9,B,PK,"American chestnut",0
426,131,9,A,PJ,"Carolina silverbell",0
425,131,8,E,PI,"Striped maple",0
424,131,8,D,PH,"Yellow birch",0
423,131,8,C,PG,"Striped maple",0
422,131,8,B,PF,N/A,0
421,131,8,A,PE,"American beech",0
420,131,7,E,PD,"American basswood",0
419,131,7,D,PC,"Carolina silverbell",0
418,131,7,C,PB,"American beech",0
417,131,7,B,PA,"American chestnut",0
416,131,7,A,OZ,N/A,0
415,131,6,E,OY,"Carolina silverbell",0
414,131,6,D,OX,"Carolina silverbell",0
413,131,6,C,OW,"Yellow birch",0
412,131,6,B,OV,"Carolina silverbell",0
411,131,6,A,OU,"American chestnut",0
410,131,5,E,OT,"American beech",0
409,131,5,D,OS,"American beech",0
408,131,5,C,OR,"American beech",0
407,131,5,B,OQ,"American basswood",0
406,131,5,A,OP,"American beech",0
405,131,4,E,OO,"Striped maple",0
404,131,4,D,ON,"American beech",0
403,131,4,C,OM,"American beech",0
402,131,4,B,OL,"American beech",0
401,131,4,A,OK,"American beech",0
400,131,3,E,OJ,N/A,0
399,131,3,D,OI,"Sugar maple",0
398,131,3,C,OH,"Striped maple",0
397,131,3,B,OG,"Red maple",0
396,131,3,A,OF,N/A,0
395,131,2,E,OE,"Mountain laurel",0
394,131,2,D,OD,"Carolina silverbell",0
393,131,2,C,OC,"American beech",0
392,131,2,B,OB,"American beech",0
391,131,2,A,OA,"Carolina silverbell",0
390,130,6,E,NZ,N/A,0
389,130,6,D,NY,N/A,0
388,130,6,C,NX,N/A,0
387,130,6,B,NW,N/A,0
386,130,6,A,NV,"Buffalo nut",0
385,130,5,E,NU,"Great rhododendron",0
384,130,5,D,NT,"Great rhododendron",0
383,130,5,C,NS,"Great rhododendron",0
382,130,5,B,NR,"Mountain laurel",0
381,130,5,A,NQ,"Striped maple",0
380,130,4,E,NP,"Great rhododendron",0
379,130,4,D,NO,N/A,0
378,130,4,C,NN,"Great rhododendron",0
377,130,4,B,NM,"Great rhododendron",0
376,130,4,A,NL,N/A,0
375,130,3,E,NK,"Great rhododendron",0
374,130,3,D,NJ,"Witch hazel",0
373,130,3,C,NI,"Great rhododendron",0
372,130,3,B,NH,"Great rhododendron",0
371,130,3,A,NG,"Great rhododendron",0
370,130,2,E,NF,"Great rhododendron",0
369,130,2,D,NE,"Great rhododendron",0
368,130,2,C,ND,"Great rhododendron",0
367,130,2,B,NC,"Great rhododendron",0
366,130,2,A,NB,"Mountain laurel",0
365,128,6,E,NA,N/A,0
364,128,6,D,MZ,N/A,0
363,128,6,C,MY,N/A,0
362,128,6,B,MX,N/A,0
361,128,6,A,MW,"Great rhododendron",0
360,128,5,E,MV,"Great rhododendron",0
359,128,5,D,MU,"Sweet birch",0
358,128,5,C,MT,"Great rhododendron",0
357,128,5,B,MS,N/A,0
356,128,5,A,MR,N/A,0
355,128,4,E,MQ,"Great rhododendron",0
354,128,4,D,MP,"Great rhododendron",0
353,128,4,C,MO,"Great rhododendron",0
352,128,4,B,MN,"Great rhododendron",0
351,128,4,A,MM,"Great rhododendron",0
350,128,3,E,ML,"Great rhododendron",0
349,128,3,D,MK,"Great rhododendron",0
348,128,3,C,MJ,"Great rhododendron",0
347,128,3,B,MI,"Great rhododendron",0
346,128,3,A,MH,"Great rhododendron",0
345,128,2,E,MG,"Red oak",0
344,128,2,D,MF,"Great rhododendron",0
343,128,2,C,ME,"Great rhododendron",0
342,128,2,B,MD,"Great rhododendron",0
341,128,2,A,MC,"Great rhododendron",0
340,125,9,E,MB,N/A,0
339,125,9,D,MA,"Witch hazel",0
338,125,9,C,LZ,"Great rhododendron",0
337,125,9,B,LY,"Great rhododendron",0
336,125,9,A,LX,"Witch hazel",0
335,125,8,E,LW,"Great rhododendron",0
334,125,8,D,LV,"Great rhododendron",0
333,125,8,C,LU,"Great rhododendron",0
332,125,8,B,LT,"Great rhododendron",0
331,125,8,A,LS,"Red maple",0
330,125,7,E,LR,"Great rhododendron",0
329,125,7,D,LQ,N/A,0
328,125,7,C,LP,"Great rhododendron",0
327,125,7,B,LO,"Great rhododendron",0
326,125,7,A,LN,"Great rhododendron",0
325,125,6,E,LM,"Great rhododendron",0
324,125,6,D,LL,"Great rhododendron",0
323,125,6,C,LK,"American beech",0
322,125,6,B,LJ,"American beech",0
321,125,6,A,LI,"American beech",0
320,125,5,E,LH,"American beech",0
319,125,5,D,LG,"Great rhododendron",0
318,125,5,C,LF,"Great rhododendron",0
317,125,5,B,LE,"Sugar maple",0
316,125,5,A,LD,"Great rhododendron",0
315,125,4,E,LC,"American chestnut",0
314,125,4,D,LB,"American chestnut",0
313,125,4,C,LA,"Great rhododendron",0
312,125,4,B,KZ,"Great rhododendron",0
311,125,4,A,KY,"Great rhododendron",0
310,125,3,E,KX,N/A,0
309,125,3,D,KW,"Great rhododendron",0
308,125,3,C,KV,"Great rhododendron",0
307,125,3,B,KU,"Great rhododendron",0
306,125,3,A,KT,"Great rhododendron",0
305,125,2,E,KS,"Great rhododendron",0
304,125,2,D,KR,"Yellow birch",0
303,125,2,C,KQ,N/A,0
302,125,2,B,KP,"Great rhododendron",0
301,125,2,A,KO,"American beech",0
300,124,9,E,KN,N/A,0
299,124,9,D,KM,"Great rhododendron",0
298,124,9,C,KL,"Great rhododendron",0
297,124,9,B,KK,"Great rhododendron",0
296,124,9,A,KJ,N/A,0
295,124,8,E,KI,"Great rhododendron",0
294,124,8,D,KH,"Mountain or fraser magnolia",0
293,124,8,C,KG,"Red maple",0
292,124,8,B,KF,"Mountain or fraser magnolia",0
291,124,8,A,KE,"Mountain or fraser magnolia",0
290,124,7,E,KD,N/A,0
289,124,7,D,KC,"Great rhododendron",0
288,124,7,C,KB,"Great rhododendron",0
287,124,7,B,KA,"Great rhododendron",0
286,124,7,A,JZ,"Great rhododendron",0
285,124,6,E,JY,N/A,0
284,124,6,D,JX,"Great rhododendron",0
283,124,6,C,JW,"American chestnut",0
282,124,6,B,JV,"Great rhododendron",0
281,124,6,A,JU,"Great rhododendron",0
280,124,5,E,JT,"Great rhododendron",0
279,124,5,D,JS,N/A,0
278,124,5,C,JR,"Great rhododendron",0
277,124,5,B,JQ,"Great rhododendron",0
276,124,5,A,JP,"Great rhododendron",0
275,124,4,E,JO,"Great rhododendron",0
274,124,4,D,JN,N/A,0
273,124,4,C,JM,"Great rhododendron",0
272,124,4,B,JL,"Witch hazel",0
271,124,4,A,JK,N/A,0
270,124,3,E,JJ,"Carolina silverbell",0
269,124,3,D,JI,N/A,0
268,124,3,C,JH,"Mountain or fraser magnolia",0
267,124,3,B,JG,"Great rhododendron",0
266,124,3,A,JF,N/A,0
265,124,2,E,JE,"American chestnut",0
264,124,2,D,JD,"American chestnut",0
263,124,2,C,JC,"Great rhododendron",0
262,124,2,B,JB,"Great rhododendron",0
261,124,2,A,JA,"Great rhododendron",0
260,123,9,E,IZ,N/A,0
259,123,9,D,IY,"Red maple",0
258,123,9,C,IX,"Mountain laurel",0
257,123,9,B,IW,"Red maple",0
256,123,9,A,IV,"Red maple",0
255,123,8,E,IU,Sourwood,0
254,123,8,D,IT,"Witch hazel",0
253,123,8,C,IS,"Mountain laurel",0
252,123,8,B,IR,N/A,0
251,123,8,A,IQ,"Great rhododendron",0
250,123,7,E,IP,"Mountain laurel",0
249,123,7,D,IO,"Great rhododendron",0
248,123,7,C,IN,"Great rhododendron",0
247,123,7,B,IM,"Mountain laurel",0
246,123,7,A,IL,"Mountain laurel",0
245,123,6,E,IK,"Mountain laurel",0
244,123,6,D,IJ,"Great rhododendron",0
243,123,6,C,II,"Red maple",0
242,123,6,B,IH,N/A,0
241,123,6,A,IG,"Great rhododendron",0
240,123,5,E,IF,"Red maple",0
239,123,5,D,IE,N/A,0
238,123,5,C,ID,"Great rhododendron",0
237,123,5,B,IC,Sassafras,0
236,123,5,A,IB,"Great rhododendron",0
235,123,4,E,IA,"Great rhododendron",0
234,123,4,D,HZ,"Mountain laurel",0
233,123,4,C,HY,Blackgum,0
232,123,4,B,HX,"Mountain laurel",0
231,123,4,A,HW,N/A,0
230,123,3,E,HV,"Red maple",0
229,123,3,D,HU,N/A,0
228,123,3,C,HT,"Mountain laurel",0
227,123,3,B,HS,N/A,0
226,123,3,A,HR,N/A,0
225,123,2,E,HQ,"Mountain laurel",0
224,123,2,D,HP,"Mountain laurel",0
223,123,2,C,HO,"Mountain laurel",0
222,123,2,B,HN,"Mountain laurel",0
221,123,2,A,HM,"Great rhododendron",0
220,122,6,E,HL,N/A,0
219,122,6,D,HK,N/A,0
218,122,6,C,HJ,N/A,0
217,122,6,B,HI,N/A,0
216,122,6,A,HH,"American beech",0
215,122,5,E,HG,"Great rhododendron",0
214,122,5,D,HF,"Great rhododendron",0
213,122,5,C,HE,"Mountain laurel",0
212,122,5,B,HD,"Mountain laurel",0
211,122,5,A,HC,N/A,0
210,122,4,E,HB,Sourwood,0
209,122,4,D,HA,"Red maple",0
208,122,4,C,GZ,"Great rhododendron",0
207,122,4,B,GY,N/A,0
206,122,4,A,GX,"American beech",0
205,122,3,E,GW,"Great rhododendron",0
204,122,3,D,GV,"Great rhododendron",0
203,122,3,C,GU,"Mountain laurel",0
202,122,3,B,GT,"Mountain laurel",0
201,122,3,A,GS,"Great rhododendron",0
200,122,2,E,GR,"Striped maple",0
199,122,2,D,GQ,N/A,0
198,122,2,C,GP,"Mountain laurel",0
197,122,2,B,GO,"Mountain laurel",0
196,122,2,A,GN,"Red maple",0
195,121,6,E,GM,N/A,0
194,121,6,D,GL,N/A,0
193,121,6,C,GK,N/A,0
192,121,6,B,GJ,N/A,0
191,121,6,A,GI,Sourwood,0
190,121,5,E,GH,N/A,0
189,121,5,D,GG,"Great rhododendron",0
188,121,5,C,GF,"Mountain laurel",0
187,121,5,B,GE,Blackgum,0
186,121,5,A,GD,"Mountain laurel",0
185,121,4,E,GC,Blackgum,0
184,121,4,D,GB,N/A,0
183,121,4,C,GA,"Mountain laurel",0
182,121,4,B,FZ,"Great rhododendron",0
181,121,4,A,FY,"Mountain laurel",0
180,121,3,E,FX,"Great rhododendron",0
179,121,3,D,FW,"Mountain laurel",0
178,121,3,C,FV,N/A,0
177,121,3,B,FU,N/A,0
176,121,3,A,FT,"Mountain laurel",0
175,121,2,E,FS,Sourwood,0
174,121,2,D,FR,"Mountain laurel",0
173,121,2,C,FQ,"Mountain laurel",0
172,121,2,B,FP,"Mountain laurel",0
171,121,2,A,FO,N/A,0
170,120,9,E,FN,N/A,0
169,120,9,D,FM,"Mountain or fraser magnolia",0
168,120,9,C,FL,N/A,0
167,120,9,B,FK,"Striped maple",0
166,120,9,A,FJ,N/A,0
165,120,8,E,FI,Sourwood,0
164,120,8,D,FH,"Red maple",0
163,120,8,C,FG,N/A,0
162,120,8,B,FF,"Buffalo nut",0
161,120,8,A,FE,"Yellow buckeye",0
160,120,7,E,FD,"Buffalo nut",0
159,120,7,D,FC,"Yellow buckeye",0
158,120,7,C,FB,"Red maple",0
157,120,7,B,FA,N/A,0
156,120,7,A,EZ,"Red maple",0
155,120,6,E,EY,"Yellow buckeye",0
154,120,6,D,EX,"Chestnut oak",0
153,120,6,C,EW,"American basswood",0
152,120,6,B,EV,"Buffalo nut",0
151,120,6,A,EU,N/A,0
150,120,5,E,ET,N/A,0
149,120,5,D,ES,N/A,0
148,120,5,C,ER,"Great rhododendron",0
147,120,5,B,EQ,"Mountain holly",0
146,120,5,A,EP,N/A,0
145,120,4,E,EO,"Buffalo nut",0
144,120,4,D,EN,"Red maple",0
143,120,4,C,EM,"Great rhododendron",0
142,120,4,B,EL,N/A,0
141,120,4,A,EK,"Buffalo nut",0
140,120,3,E,EJ,N/A,0
139,120,3,D,EI,"American beech",0
138,120,3,C,EH,"Buffalo nut",0
137,120,3,B,EG,"Yellow buckeye",0
136,120,3,A,EF,N/A,0
135,120,2,E,EE,"Yellow buckeye",0
134,120,2,D,ED,"Buffalo nut",0
133,120,2,C,EC,"Buffalo nut",0
132,120,2,B,EB,"Buffalo nut",0
131,120,2,A,EA,"American basswood",0
130,119,6,E,DZ,N/A,0
129,119,6,D,DY,N/A,0
128,119,6,C,DX,N/A,0
127,119,6,B,DW,N/A,0
126,119,6,A,DV,"Great rhododendron",0
125,119,5,E,DU,"Carolina silverbell",0
124,119,5,D,DT,"American beech",0
123,119,5,C,DS,"Striped maple",0
122,119,5,B,DR,"Great rhododendron",0
121,119,5,A,DQ,"Sugar maple",0
120,119,4,E,DP,"Great rhododendron",0
119,119,4,D,DO,"Carolina silverbell",0
118,119,4,C,DN,"Great rhododendron",0
117,119,4,B,DM,Sourwood,0
116,119,4,A,DL,"Striped maple",0
115,119,3,E,DK,"American beech",0
114,119,3,D,DJ,N/A,0
113,119,3,C,DI,"American beech",0
112,119,3,B,DH,"Carolina silverbell",0
111,119,3,A,DG,"Striped maple",0
110,119,2,E,DF,"Great rhododendron",0
109,119,2,D,DE,"Sugar maple",0
108,119,2,C,DD,N/A,0
107,119,2,B,DC,"Great rhododendron",0
106,119,2,A,DB,"Mountain or fraser magnolia",0
105,117,9,E,DA,N/A,0
104,117,9,D,CZ,"Great rhododendron",0
103,117,9,C,CY,"Great rhododendron",0
102,117,9,B,CX,"Great rhododendron",0
101,117,9,A,CW,"Great rhododendron",0
100,117,8,E,CV,"Great rhododendron",0
99,117,8,D,CU,"Great rhododendron",0
98,117,8,C,CT,"Mountain laurel",0
97,117,8,B,CS,N/A,0
96,117,8,A,CR,"Great rhododendron",0
95,117,7,E,CQ,N/A,0
94,117,7,D,CP,"American beech",0
93,117,7,C,CO,"American beech",0
92,117,7,B,CN,"Striped maple",0
91,117,7,A,CM,"Great rhododendron",0
90,117,6,E,CL,"American beech",0
89,117,6,D,CK,N/A,0
88,117,6,C,CJ,N/A,0
87,117,6,B,CI,"Witch hazel",0
86,117,6,A,CH,"Striped maple",0
85,117,5,E,CG,"Witch hazel",0
84,117,5,D,CF,"Striped maple",0
83,117,5,C,CE,"Witch hazel",0
82,117,5,B,CD,"Mountain or fraser magnolia",0
81,117,5,A,CC,"Great rhododendron",0
80,117,4,E,CB,"Witch hazel",0
79,117,4,D,CA,"Great rhododendron",0
78,117,4,C,BZ,"Witch hazel",0
77,117,4,B,BY,"Witch hazel",0
76,117,4,A,BX,"Witch hazel",0
75,117,3,E,BW,"Sugar maple",0
74,117,3,D,BV,"Witch hazel",0
73,117,3,C,BU,"Yellow buckeye",0
72,117,3,B,BT,"American beech",0
71,117,3,A,BS,"Great rhododendron",0
70,117,2,E,BR,"Great rhododendron",0
69,117,2,D,BQ,"American beech",0
68,117,2,C,BP,"Great rhododendron",0
67,117,2,B,BO,"Great rhododendron",0
66,117,2,A,BN,"Great rhododendron",0
65,115,6,E,BM,N/A,0
64,115,6,D,BL,N/A,0
63,115,6,C,BK,N/A,0
62,115,6,B,BJ,N/A,0
61,115,6,A,BI,"Mountain laurel",0
60,115,5,E,BH,"Mountain laurel",0
59,115,5,D,BG,"Great rhododendron",0
58,115,5,C,BF,"Great rhododendron",0
57,115,5,B,BE,"Great rhododendron",0
56,115,5,A,BD,"Mountain laurel",0
55,115,4,E,BC,"Mountain laurel",0
54,115,4,D,BB,"Mountain laurel",0
53,115,4,C,BA,"Mountain laurel",0
52,115,4,B,AZ,"Buffalo nut",0
51,115,4,A,AY,"Mountain laurel",0
50,115,3,E,AX,"Red maple",0
49,115,3,D,AW,"Red maple",0
48,115,3,C,AV,"Mountain laurel",0
47,115,3,B,AU,"Mountain laurel",0
46,115,3,A,AT,"American beech",0
45,115,2,E,AS,"Striped maple",0
44,115,2,D,AR,"Red maple",0
43,115,2,C,AQ,"Red maple",0
42,115,2,B,AP,Blackgum,0
41,115,2,A,AO,"Striped maple",0
40,114,9,E,AN,N/A,0
39,114,9,D,AM,"Great rhododendron",0
38,114,9,C,AL,"Great rhododendron",0
37,114,9,B,AK,"American beech",0
36,114,9,A,AJ,"Tulip poplar",0
35,114,8,E,AI,N/A,0
34,114,8,D,AH,"Red maple",0
33,114,8,C,AG,"American hornbeam",0
32,114,8,B,AF,"American hornbeam",0
31,114,8,A,AE,"Red maple",0
30,114,7,E,AD,N/A,0
29,114,7,D,AC,N/A,0
28,114,7,C,AB,"American beech",0
27,114,7,B,AA,"American beech",0
26,114,7,A,Z,N/A,0
25,114,6,E,Y,"Great rhododendron",0
24,114,6,D,X,"American beech",0
23,114,6,C,W,"Carolina silverbell",0
22,114,6,B,V,"Carolina silverbell",0
21,114,6,A,U,"American beech",0
20,114,5,E,T,"Great rhododendron",0
19,114,5,D,S,"Sugar maple",0
18,114,5,C,R,N/A,0
17,114,5,B,Q,"Great rhododendron",0
16,114,5,A,P,"American beech",0
15,114,4,E,O,"American hornbeam",0
14,114,4,D,N,"Great rhododendron",0
13,114,4,C,M,"American beech",0
12,114,4,B,L,N/A,0
11,114,4,A,K,"American basswood",0
10,114,3,E,J,"Great rhododendron",0
9,114,3,D,I,"Striped maple",0
8,114,3,C,H,N/A,0
7,114,3,B,G,N/A,0
6,114,3,A,F,"American beech",0
5,114,2,E,E,"Great rhododendron",0
4,114,2,D,D,"Great rhododendron",0
3,114,2,C,C,N/A,0
2,114,2,B,B,N/A,0
1,114,2,A,A,"Great rhododendron",0
912,148,1,E,AIB,"Sweet birch",0
911,148,1,D,AIA,"Sweet birch",0
910,148,1,C,AHZ,"Striped maple",0
909,148,1,B,AHY,"Sweet birch",0
908,148,1,A,AHX,"Sweet birch",0
907,147,1,E,AHW,"Chestnut oak",0
906,147,1,D,AHV,"Slippery elm",0
905,147,1,C,AHU,"Witch hazel",0
904,147,1,B,AHT,"Chestnut oak",0
903,147,1,A,AHS,"Witch hazel",0
902,146,1,E,AHR,N/A,0
901,146,1,D,AHQ,N/A,0
900,146,1,C,AHP,"Red maple",0
899,146,1,B,AHO,"Witch hazel",0
898,146,1,A,AHN,"Witch hazel",0
897,145,1,E,AHM,"American basswood",0
896,145,1,D,AHL,"Tulip poplar",0
895,145,1,C,AHK,"Striped maple",0
894,145,1,B,AHJ,"Slippery elm",0
893,145,1,A,AHI,"Striped maple",0
892,144,1,E,AHH,N/A,0
891,144,1,D,AHG,N/A,0
890,144,1,C,AHF,N/A,0
889,144,1,B,AHE,"Witch hazel",0
888,144,1,A,AHD,"Witch hazel",0
887,143,1,E,AHC,"Striped maple",0
886,143,1,D,AHB,"Sweet birch",0
885,143,1,C,AHA,N/A,0
884,143,1,B,AGZ,"Witch hazel",0
883,143,1,A,AGY,"Striped maple",0
882,142,1,E,AGX,"Striped maple",0
881,142,1,D,AGW,"Striped maple",0
880,142,1,C,AGV,"Great rhododendron",0
879,142,1,B,AGU,"Witch hazel",0
878,142,1,A,AGT,"Great rhododendron",0
877,141,1,E,AGS,"American beech",0
876,141,1,D,AGR,"American beech",0
875,141,1,C,AGQ,N/A,0
874,141,1,B,AGP,"Witch hazel",0
873,141,1,A,AGO,"American beech",0
872,140,1,E,AGN,"Red maple",0
871,140,1,D,AGM,"Ash spp.",0
870,140,1,C,AGL,N/A,0
869,140,1,B,AGK,"Black cherry",0
868,140,1,A,AGJ,Blackgum,0
867,139,1,E,AGI,"Striped maple",0
866,139,1,D,AGH,"Hickory spp.",0
865,139,1,C,AGG,"American basswood",0
864,139,1,B,AGF,"Witch hazel",0
863,139,1,A,AGE,"Striped maple",0
862,138,1,E,AGD,"Mountain laurel",0
861,138,1,D,AGC,"Red maple",0
860,138,1,C,AGB,"Red maple",0
859,138,1,B,AGA,"Mountain laurel",0
858,138,1,A,AFZ,"Mountain laurel",0
857,137,1,E,AFY,N/A,0
856,137,1,D,AFX,N/A,0
855,137,1,C,AFW,N/A,0
854,137,1,B,AFV,Blackgum,0
853,137,1,A,AFU,N/A,0
852,136,1,E,AFT,N/A,0
851,136,1,D,AFS,"Cucumber magnolia",0
850,136,1,C,AFR,"American hornbeam",0
849,136,1,B,AFQ,N/A,0
848,136,1,A,AFP,"Witch hazel",0
847,135,1,E,AFO,Sassafras,0
846,135,1,D,AFN,Blackgum,0
845,135,1,C,AFM,N/A,0
844,135,1,B,AFL,"Sugar maple",0
843,135,1,A,AFK,N/A,0
842,134,1,E,AFJ,"Mountain laurel",0
841,134,1,D,AFI,"Mountain laurel",0
840,134,1,C,AFH,"Mountain laurel",0
839,134,1,B,AFG,"Mountain laurel",0
838,134,1,A,AFF,"Mountain laurel",0
837,133,1,E,AFE,"Mountain laurel",0
836,133,1,D,AFD,"Mountain laurel",0
835,133,1,C,AFC,"Mountain laurel",0
834,133,1,B,AFB,Russian-olive,0
833,133,1,A,AFA,"Mountain laurel",0
832,132,1,E,AEZ,"American beech",0
831,132,1,D,AEY,"American beech",0
830,132,1,C,AEX,"Striped maple",0
829,132,1,B,AEW,"American beech",0
828,132,1,A,AEV,"Great rhododendron",0
827,131,1,E,AEU,"Carolina silverbell",0
826,131,1,D,AET,"Yellow birch",0
825,131,1,C,AES,"Sugar maple",0
824,131,1,B,AER,"Carolina silverbell",0
823,131,1,A,AEQ,"Flowering dogwood",0
822,130,1,E,AEP,"Great rhododendron",0
821,130,1,D,AEO,"Great rhododendron",0
820,130,1,C,AEN,"Great rhododendron",0
819,130,1,B,AEM,N/A,0
818,130,1,A,AEL,"Great rhododendron",0
817,129,1,E,AEK,"Great rhododendron",0
816,129,1,D,AEJ,"Yellow birch",0
815,129,1,C,AEI,"Rhododendron spp.",0
814,129,1,B,AEH,"Great rhododendron",0
813,129,1,A,AEG,"Great rhododendron",0
812,128,1,E,AEF,"Great rhododendron",0
811,128,1,D,AEE,"Great rhododendron",0
810,128,1,C,AED,"Striped maple",0
809,128,1,B,AEC,"Great rhododendron",0
808,128,1,A,AEB,Sassafras,0
807,127,1,E,AEA,"Rhododendron spp.",0
806,127,1,D,ADZ,"Rhododendron spp.",0
805,127,1,C,ADY,"Rhododendron spp.",0
804,127,1,B,ADX,"Rhododendron spp.",0
803,127,1,A,ADW,"Rhododendron spp.",0
802,126,1,E,ADV,"Rhododendron spp.",0
801,126,1,D,ADU,N/A,0
800,126,1,C,ADT,N/A,0
799,126,1,B,ADS,N/A,0
798,126,1,A,ADR,N/A,0
797,125,1,E,ADQ,N/A,0
